"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jun 10 00:33:53 CST 2023","Sat Jun 10 00:33:54 CST 2023","1011","PyDemo.testcase.cvp","test_getConfData","TestRegister","","","test_getConfData[test_case0]",""
